Result Number,Satellite,Date,Beam Mode,Polarization,Type,Image Info,Metadata,Download Link,Sequence ID,Footprint
43,RADARSAT-1,2012-11-18T22:47:49 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956319" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_B0628275_SCWA_20121118_224749_HH_SCW01F.tif,4956319,-80.967834 55.415498 -72.248170 56.345496 -73.442351 61.153248 -83.406319 60.173831 -80.967834 55.415498 
44,RADARSAT-1,2012-11-18T22:46:33 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956320" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_A0628275_SCWA_20121118_224633_HH_SCW01F.tif,4956320,-79.110647 51.026424 -71.276831 51.929685 -72.378051 56.762755 -81.160867 55.831634 -79.110647 51.026424 
45,RADARSAT-1,2012-11-18T11:21:37 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956334" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_D0628683_SCWA_20121118_112137_HH_SCW01F.tif,4956334,-71.619722 55.795759 -80.394701 56.725945 -81.498542 51.874666 -73.673680 50.972205 -71.619722 55.795759 
46,RADARSAT-1,2012-11-18T11:20:21 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956336" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_C0628683_SCWA_20121118_112021_HH_SCW01F.tif,4956336,-69.378303 60.142701 -79.333169 61.120818 -80.529695 56.294325 -71.820796 55.365481 -69.378303 60.142701 
47,RADARSAT-1,2012-11-17T23:16:57 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956324" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_B0628681_SCWA_20121117_231657_HH_SCW01F.tif,4956324,-87.900506 54.541724 -79.445364 55.458722 -80.619770 60.254084 -90.236532 59.293042 -87.900506 54.541724 
48,RADARSAT-1,2012-11-17T23:15:41 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956326" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_A0628681_SCWA_20121117_231541_HH_SCW01F.tif,4956326,-86.153758 50.132980 -78.480496 51.034621 -79.570846 55.862028 -88.141670 54.935511 -86.153758 50.132980 
49,RADARSAT-1,2012-11-17T11:50:40 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956286" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_D0628637_SCWA_20121117_115040_HH_SCW01F.tif,4956286,-78.411074 56.957172 -87.488767 57.899158 -88.612651 53.047874 -80.557270 52.138565 -78.411074 56.957172 
50,RADARSAT-1,2012-11-17T11:49:25 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956277" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_C0628637_SCWA_20121117_114925_HH_SCW01F.tif,4956277,-76.051098 61.285933 -86.400787 62.282379 -87.625206 57.468848 -78.621578 56.528877 -76.051098 61.285933 
51,RADARSAT-1,2012-11-14T23:04:28 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956151" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_B0628582_SCWA_20121114_230428_HH_SCW01F.tif,4956151,-84.921997 54.922071 -76.383184 55.841898 -77.569330 60.644117 -87.301024 59.678027 -84.921997 54.922071 
52,RADARSAT-1,2012-11-14T11:38:12 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956226" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_D0628364_SCWA_20121114_113812_HH_SCW01F.tif,4956226,-75.477330 56.515446 -84.429775 57.452180 -85.544492 52.610020 -77.583599 51.703990 -75.477330 56.515446 
53,RADARSAT-1,2012-11-14T11:36:57 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956224" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_C0628364_SCWA_20121114_113657_HH_SCW01F.tif,4956224,-73.165156 60.849520 -83.352966 61.838187 -84.569577 57.009454 -75.689736 56.074500 -73.165156 60.849520 
54,RADARSAT-1,2012-11-11T22:53:20 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955515" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_M0628017_SCWA_20121111_225041_HH_SCW.tif,4955515,-80.077889 50.809722 -72.170369 51.721186 -74.351142 61.018331 -84.378994 60.034278 -80.077889 50.809722 
55,RADARSAT-1,2012-11-11T11:25:44 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956166" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_D0627986_SCWA_20121111_112544_HH_SCW01F.tif,4956166,-72.569802 56.003255 -81.398804 56.935592 -82.507032 52.079492 -74.641536 51.175751 -72.569802 56.003255 
56,RADARSAT-1,2012-11-11T11:24:29 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956094" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_C0627986_SCWA_20121111_112429_HH_SCW01F.tif,4956094,-70.317149 60.331271 -80.337441 61.312459 -81.537653 56.490050 -72.778998 55.559261 -70.317149 60.331271 
57,RADARSAT-1,2012-11-10T11:54:49 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956145" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_D0628390_SCWA_20121110_115449_HH_SCW01F.tif,4956145,-79.373477 57.079852 -88.489453 58.025279 -89.706561 52.776047 -81.693530 51.865990 -79.373477 57.079852 
58,RADARSAT-1,2012-11-10T11:53:34 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956143" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_C0628390_SCWA_20121110_115334_HH_SCW01F.tif,4956143,-77.017911 61.415425 -87.395544 62.413160 -88.628796 57.590046 -79.609335 56.649790 -77.017911 61.415425 
59,RADARSAT-1,2012-11-08T22:41:55 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955715" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_M0627905_SCWA_20121108_223918_HH_SCW.tif,4955715,-78.704939 55.100097 -69.932042 56.035139 -72.284083 65.172486 -83.815669 64.117867 -78.704939 55.100097 
60,RADARSAT-1,2012-11-07T23:10:00 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956083" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_M0628295_SCWA_20121107_230721_HH_SCW.tif,4956083,-84.155400 50.409042 -76.330392 51.320364 -78.510428 60.622067 -88.400250 59.640736 -84.155400 50.409042 
61,RADARSAT-1,2012-11-07T11:42:20 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956079" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_D0627823_SCWA_20121107_114220_HH_SCW01F.tif,4956079,-76.447510 56.665052 -85.437395 57.603513 -86.558082 52.749577 -78.571044 51.842560 -76.447510 56.665052 
62,RADARSAT-1,2012-11-07T11:41:04 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956075" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_C0627823_SCWA_20121107_114104_HH_SCW01F.tif,4956075,-74.115051 61.003664 -84.354577 61.995080 -85.575648 57.169505 -76.657210 56.232832 -74.115051 61.003664 
63,RADARSAT-1,2012-11-04T22:57:43 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955658" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_M0628200_SCWA_20121104_225450_HH_SCW.tif,4955658,-81.110933 50.777769 -73.195992 51.690292 -75.577931 61.772658 -85.856594 60.777003 -81.110933 50.777769 
64,RADARSAT-1,2012-11-04T11:28:58 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4956002" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_M0628123_SCWA_20121104_112858_HH_SCW.tif,4956002,-71.735986 59.227783 -81.653839 60.226514 -83.791664 51.093156 -75.888689 50.163739 -71.735986 59.227783 
65,RADARSAT-1,2012-11-03T11:58:35 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955973" "relatedProducts":[{"values":["SCW" "Ice" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_A0628093_SCWA_20121103_115835_HH_SCW01F.tif,4955973,-79.781138 58.439666 -89.219702 59.392902 -90.208945 55.270287 -81.741248 54.352115 -79.781138 58.439666 
66,RADARSAT-1,2012-11-01T11:15:10 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955928" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/11/RS1_M0628053_SCWA_20121101_111510_HH_SCW.tif,4955928,-66.049319 63.329422 -77.433603 64.398692 -79.809322 55.081614 -71.113106 54.129103 -66.049319 63.329422 
67,RADARSAT-1,2012-10-31T23:14:08 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955876" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0628047_SCWA_20121031_231125_HH_SCW.tif,4955876,-85.063547 50.054056 -77.292944 50.964431 -79.524153 60.530058 -89.392422 59.549706 -85.063547 50.054056 
68,RADARSAT-1,2012-10-31T11:45:32 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955900" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0628000_SCWA_20121031_114532_HH_SCW.tif,4955900,-75.511956 59.984267 -85.659875 60.992831 -87.859069 51.720069 -79.848286 50.788522 -75.511956 59.984267 
69,RADARSAT-1,2012-10-28T23:01:41 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955744" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0627484_SCWA_20121028_225902_HH_SCW.tif,4955744,-82.148350 50.749894 -74.252458 51.660917 -76.433842 60.971853 -86.445950 59.988692 -82.148350 50.749894 
70,RADARSAT-1,2012-10-28T11:33:04 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955831" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0627847_SCWA_20121028_113304_HH_SCW.tif,4955831,-72.612189 59.553192 -82.621358 60.555461 -84.811992 51.242119 -76.888192 50.312817 -72.612189 59.553192 
71,RADARSAT-1,2012-10-25T22:49:36 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955766" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0627389_SCWA_20121025_224649_HH_SCW.tif,4955766,-79.502731 52.041125 -71.358992 52.958158 -73.711486 62.715219 -84.307983 61.706294 -79.502731 52.041125 
72,RADARSAT-1,2012-10-25T11:20:37 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955774" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0627775_SCWA_20121025_112037_HH_SCW.tif,4955774,-69.719017 59.095636 -79.594714 60.092289 -81.733208 50.931431 -73.859792 50.002919 -69.719017 59.095636 
73,RADARSAT-1,2012-10-24T11:50:04 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955751" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0627726_SCWA_20121024_115004_HH_SCW.tif,4955751,-77.420344 58.896431 -87.014144 59.858747 -88.155944 55.119297 -79.693992 54.198506 -77.420344 58.896431 
74,RADARSAT-1,2012-10-22T22:37:47 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955217" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0627301_SCWA_20121022_223511_HH_SCW.tif,4955217,-77.785147 55.376650 -68.950394 56.313692 -71.312217 65.423331 -82.947878 64.363367 -77.785147 55.376650 
75,RADARSAT-1,2012-10-18T22:53:23 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955596" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0627199_SCWA_20121018_225043_HH_SCW.tif,4955596,-80.167000 51.036953 -72.223200 51.948886 -74.413403 61.244489 -84.506733 60.257858 -80.167000 51.036953 
76,RADARSAT-1,2012-10-18T11:24:48 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955627" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0627330_SCWA_20121018_112448_HH_SCW.tif,4955627,-70.630428 59.161536 -80.627142 60.173128 -82.768797 51.023750 -74.801217 50.082919 -70.630428 59.161536 
77,RADARSAT-1,2012-10-17T23:22:34 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955574" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0627145_SCWA_20121017_231955_HH_SCW.tif,4955574,-87.256600 50.352789 -79.424892 51.263064 -81.587328 60.561556 -91.480647 59.582878 -87.256600 50.352789 
78,RADARSAT-1,2012-10-17T11:54:12 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955611" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0627473_SCWA_20121017_115412_HH_SCW.tif,4955611,-78.355464 59.113872 -88.014244 60.078878 -89.164119 55.325403 -80.656431 54.403164 -78.355464 59.113872 
79,RADARSAT-1,2012-10-15T22:41:52 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955256" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0627072_SCWA_20121015_223916_HH_SCW.tif,4955256,-78.672300 55.022242 -69.918181 55.956458 -72.257481 65.069253 -83.744931 64.017142 -78.672300 55.022242 
80,RADARSAT-1,2012-10-14T23:10:02 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955464" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0627404_SCWA_20121014_230723_HH_SCW.tif,4955464,-84.244192 50.631408 -76.380372 51.543494 -78.562433 60.820281 -88.512783 59.836467 -84.244192 50.631408 
81,RADARSAT-1,2012-10-11T22:57:28 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955295" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0626965_SCWA_20121011_225449_HH_SCW.tif,4955295,-81.113000 50.768692 -73.213958 51.680047 -75.390589 60.964869 -85.400394 59.981447 -81.113000 50.768692 
82,RADARSAT-1,2012-10-10T11:58:20 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"4955468" "relatedProducts":[{"values":["SCW" "Sea" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2012/10/RS1_M0627269_SCWA_20121010_115820_HH_SCW.tif,4955468,-79.316703 59.262547 -89.019736 60.229728 -90.173250 55.478144 -81.632183 54.554564 -79.316703 59.262547 
